"","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_ao","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gt","eval_act_pol_1_fo","eval_act_pol_1_go","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_ae","eval_act_pol_1_gs","eval_act_pol_1_gu","eval_act_pol_1_em","eval_act_pol_1_en","eval_act_pol_1_dv","eval_act_pol_1_er","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","pobreza_62","democracia_19","pp_congreso_61_b","rol_gobierno_5","democracia_21","democracia_21_a_1","democracia_21_a_2","democracia_21_b_1","democracia_21_b_2","democracia_21_c_1","democracia_21_c_2","democracia_20","democracia_35_a","democracia_35_b","democracia_35_c","democracia_35_d","democracia_35_e","democracia_35_f","democracia_35_g","democracia_35_h","democracia_35_i","democracia_35_j","democracia_35_k","ciudadania_28_a","ciudadania_28_c","pobreza_106_a","rol_gobierno_14_c","confianza_15_a","confianza_15_b","confianza_15_c","confianza_15_d","confianza_15_e","confianza_15_f","confianza_15_g","constitucion_30","constitucion_31","constitucion_3","constitucion_32_a","constitucion_32_b","constitucion_32_c","constitucion_33_a","constitucion_33_b","seguridad_37_a","seguridad_37_b","seguridad_37_c","seguridad_38_a","seguridad_38_b","democracia_36","dictadura_34_a","dictadura_34_b","salud_83","salud_84","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","bienestar_13_a","bienestar_13_g","bienestar_13_c","bienestar_13_i","bienestar_13_h","bienestar_13_j","bienestar_13_k","bienestar_21","religion_82","religion_2","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_34","constitucion_35_a","constitucion_35_b","iden_nacional_16","religion_14","info_enc_58","info_enc_30","info_enc_52_b","info_enc_65","gse","region","zona_u_r","pond","nom_region","encuesta","encuesta_a","encuesta_m","estrato","secu","id_bu_encuesta","id_bu"
"847",10,5,11,1,3,5,2,4,3,2,99,2,4,6,6,6,2,6,6,6,6,6,6,6,4,6,6,6,6,6,6,3,2,2,4,3,4,3,3,4,88,3,3,4,4,3,3,3,3,4,9,10,2,2,3,NA,NA,NA,NA,1,NA,4,7,5,5,5,1,1,8,1,4,10,5,1,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,8,3,5,7,4,4,10,99,NA,3,1,2,35,2,2,3,1,NA,10,0,0,5,10,0,0,4,9,8,15,15,1,4,NA,1,2,NA,1,99,NA,1,1,1,5,1,NA,3,10,1,0.71272949,10,89,2023,7,16,89124,847,"847-89"
"848",7,8,16,3,2,3,2,3,2,2,99,3,3,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,10,1,2,3,NA,NA,NA,NA,99,NA,3,5,0,0,10,0,10,0,0,88,0,10,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,5,6,5,6,11,3,4,10,99,NA,3,2,2,20,2,4,2,1,NA,10,10,10,10,10,10,10,2,1,8,15,15,1,1,NA,1,2,NA,1,99,NA,1,3,1,5,1,NA,3,10,1,0.32502286,10,89,2023,7,16,89124,848,"848-89"
"849",7,11,26,4,2,3,3,3,1,1,3,5,2,6,6,3,4,6,6,6,6,6,6,6,1,6,6,6,6,1,3,4,3,4,4,2,3,4,3,3,2,4,1,2,3,2,2,3,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,3,7,8,10,6,10,10,10,6,9,9,8,4,3,3,2,3,4,2,3,3,4,1,5,3,3,4,2,3,8,7,3,9,2,5,2,3,1,1,3,1,1,26,1,7,2,2,10,8,7,10,6,9,3,2,1,9,8,15,88,1,1,NA,1,1,NA,1,4,NA,7,3,2,NA,1,NA,2,10,1,0.94626221,10,89,2023,7,16,89122,849,"849-89"
"850",17,2,9,1,3,3,4,4,2,2,99,3,5,6,6,4,6,4,6,4,6,4,6,6,4,6,5,5,4,5,6,3,2,4,4,88,4,4,3,4,4,1,3,3,4,3,88,2,88,4,10,10,1,1,3,NA,NA,NA,NA,1,NA,3,8,7,10,8,10,4,10,10,6,6,10,1,1,2,2,3,4,5,2,4,2,3,4,1,1,3,3,3,6,8,2,1,7,1,1,10,1,1,3,2,1,80,2,2,3,1,NA,10,10,10,10,10,10,10,2,1,6,15,15,1,9,NA,1,9,NA,1,99,NA,3,3,2,NA,1,NA,3,10,1,0.50236272,10,89,2023,7,16,89122,850,"850-89"
"851",6,1,9,3,1,3,1,3,1,1,1,5,3,2,5,5,4,8,6,4,6,2,6,3,3,6,3,3,3,3,1,4,3,2,2,3,3,3,2,3,2,2,1,3,3,2,3,2,2,3,10,10,2,1,1,1,NA,NA,NA,NA,NA,3,5,9,5,10,10,5,10,5,1,1,10,1,2,2,2,2,2,3,2,2,2,1,2,3,2,1,2,2,1,2,1,2,3,2,4,5,1,NA,3,1,1,60,2,3,1,1,NA,7,8,7,8,10,10,10,2,2,6,9,NA,1,1,NA,1,1,NA,1,2,NA,5,2,2,NA,1,NA,4,13,1,0.35621874,13,89,2023,7,20,89252,851,"851-89"
"852",3,7,6,3,1,4,3,3,2,2,5,3,3,2,3,3,4,3,4,4,3,4,3,5,4,3,4,4,3,3,1,3,2,2,4,2,3,2,2,3,4,3,3,3,2,3,2,1,2,3,7,7,1,1,1,1,NA,NA,NA,NA,NA,2,5,10,10,5,8,10,10,8,10,7,5,4,2,2,2,3,3,2,3,3,3,2,2,2,2,4,2,3,2,3,2,10,11,3,2,3,1,NA,3,2,1,43,2,8,1,1,NA,6,9,8,10,8,9,10,2,9,8,10,NA,1,3,NA,1,1,NA,1,5,NA,5,2,2,NA,1,NA,2,13,1,2.98332513,13,89,2023,7,20,89231,852,"852-89"
"853",2,17,3,2,2,3,3,4,3,2,88,2,4,6,6,4,2,8,6,6,4,6,6,6,4,6,8,8,4,4,3,3,3,3,4,3,2,4,3,4,3,4,4,4,4,4,4,2,3,3,10,10,1,1,1,1,NA,NA,NA,NA,NA,4,10,7,10,10,5,5,10,5,10,7,10,1,1,4,5,4,88,4,4,4,4,4,4,5,2,3,3,3,2,8,1,4,6,1,1,10,99,NA,3,2,2,58,2,3,1,1,NA,2,10,10,10,10,10,10,2,9,8,15,15,1,9,NA,1,9,NA,1,88,NA,1,3,2,NA,1,NA,4,13,1,2.34016466,13,89,2023,7,20,89185,853,"853-89"
"854",3,6,13,1,3,2,2,4,2,2,5,2,3,6,6,3,3,6,6,6,6,6,6,6,2,6,6,6,2,2,3,3,4,4,2,3,3,3,2,2,3,4,3,3,4,3,3,3,2,3,5,5,1,2,2,NA,NA,1,NA,NA,NA,3,5,10,10,10,4,5,10,10,5,10,5,3,3,4,4,3,3,3,3,3,3,2,3,3,2,4,4,3,88,NA,3,2,6,3,1,4,99,NA,3,2,2,32,2,3,1,1,NA,10,10,10,10,10,10,10,3,9,8,15,15,2,NA,8,2,NA,8,1,7,NA,3,2,2,NA,1,NA,4,8,1,0.54651522,8,89,2023,7,12,89103,854,"854-89"
"855",1,11,10,4,2,4,2,4,1,1,2,4,1,3,4,4,5,2,6,3,2,3,6,3,3,6,6,4,2,1,1,3,4,3,3,3,3,4,3,2,2,3,2,3,2,2,2,1,2,3,3,4,1,2,1,1,1,NA,NA,NA,NA,3,10,8,10,10,10,10,10,8,8,10,10,5,5,4,1,2,2,2,2,1,3,1,3,4,2,4,3,4,7,8,9,2,11,5,2,4,1,1,1,1,2,40,2,8,1,2,10,4,2,3,1,6,0,6,2,9,8,16,NA,1,1,NA,1,1,NA,1,4,NA,7,3,2,NA,1,NA,1,13,1,1.44719512,13,89,2023,7,20,89228,855,"855-89"
"856",1,4,3,2,3,3,1,4,3,2,88,4,4,2,6,2,2,2,2,6,6,2,6,2,4,2,4,4,2,4,6,4,1,4,4,3,3,3,1,4,4,1,4,4,3,3,4,1,1,2,1,10,88,2,3,NA,NA,NA,NA,99,NA,3,6,8,2,7,4,2,7,3,3,5,4,1,1,4,4,1,1,3,1,1,4,1,3,5,3,5,5,2,8,88,6,10,11,2,1,8,99,NA,1,1,2,76,2,1,3,2,2,10,10,10,10,0,10,10,3,1,8,15,15,1,1,NA,1,3,NA,1,6,NA,7,2,2,NA,1,NA,4,13,1,0.51609557,13,89,2023,7,20,89195,856,"856-89"
"857",3,10,7,3,1,3,2,3,1,1,1,5,1,2,4,4,4,4,6,4,6,1,2,2,1,1,2,4,2,1,1,3,3,4,3,3,4,4,4,4,3,4,1,3,4,3,3,1,3,4,10,10,1,1,1,1,NA,NA,NA,NA,NA,3,10,10,10,5,10,10,10,10,10,10,7,1,1,2,2,1,4,4,3,4,3,2,3,5,3,3,2,2,3,2,11,1,3,3,1,10,1,NA,3,1,2,68,2,2,3,2,6,10,10,10,5,10,5,10,3,1,7,9,NA,1,1,NA,1,1,NA,1,4,NA,4,88,2,NA,1,NA,4,13,1,0.77414336,13,89,2023,7,20,89195,857,"857-89"
"858",2,9,3,2,2,4,3,4,3,1,88,2,4,4,6,2,2,6,6,6,6,6,6,2,4,6,4,4,6,4,2,4,3,3,3,3,1,3,1,3,2,2,3,3,2,3,3,2,1,2,6,10,1,1,1,1,NA,NA,NA,NA,NA,3,7,7,10,6,10,5,10,2,10,0,10,1,1,2,2,1,1,3,1,1,3,1,4,2,1,2,2,4,3,5,1,3,11,2,1,10,1,NA,3,1,2,47,2,4,1,1,NA,10,10,10,10,10,10,10,3,2,8,15,15,1,2,NA,1,2,NA,1,1,NA,1,3,1,5,1,NA,3,13,1,0.88248902,13,89,2023,7,20,89191,858,"858-89"
"859",10,5,13,2,2,2,3,3,3,2,5,3,3,3,3,4,4,3,3,3,6,3,1,1,4,1,5,6,1,1,1,2,1,4,4,2,2,4,2,2,3,2,3,4,3,2,99,1,4,4,10,7,2,1,1,1,1,NA,NA,NA,NA,3,7,5,10,8,5,7,8,4,10,1,2,1,1,3,4,4,4,4,3,4,3,2,5,3,3,3,2,3,8,5,3,9,6,3,1,10,1,NA,3,2,2,34,2,4,3,1,NA,10,10,10,8,10,6,8,3,1,2,15,16,1,1,NA,1,1,NA,1,4,NA,3,2,1,5,1,NA,3,13,1,0.62490453,13,89,2023,7,20,89153,859,"859-89"
"860",26,3,10,1,2,1,1,5,3,2,5,1,3,3,1,2,1,2,6,6,6,3,3,3,4,2,4,3,3,4,2,2,2,3,3,4,3,3,3,2,4,3,3,4,2,3,4,1,3,3,5,10,1,1,2,NA,NA,1,1,NA,NA,4,10,4,10,4,5,7,10,10,1,1,10,2,1,5,3,3,4,2,3,4,1,3,5,5,3,5,4,5,6,2,2,1,10,3,1,10,1,1,3,2,2,56,2,6,1,1,NA,10,10,10,10,10,10,10,3,1,4,15,18,1,2,NA,1,2,NA,1,3,NA,2,2,2,NA,1,NA,4,13,1,0.45882395,13,89,2023,7,20,89153,860,"860-89"
"861",3,9,13,2,3,3,4,4,2,1,88,4,4,6,6,3,2,6,6,6,6,6,6,6,4,6,6,4,4,4,2,3,2,3,4,4,3,3,4,88,3,2,4,4,3,3,4,2,3,2,1,10,1,1,3,NA,NA,NA,NA,1,NA,4,88,10,10,88,10,88,88,10,10,10,9,1,1,4,5,88,3,5,2,88,3,2,4,5,2,4,4,3,5,8,1,3,7,1,1,10,1,NA,3,2,2,69,2,1,3,1,NA,10,10,10,10,10,10,10,4,9,8,15,15,1,2,NA,1,2,NA,1,88,NA,1,3,2,NA,1,NA,3,13,1,0.41663966,13,89,2023,7,20,89222,861,"861-89"
"862",1,2,7,2,2,2,3,4,3,2,88,1,5,6,6,3,1,6,6,3,6,6,6,6,4,6,4,3,4,5,3,3,2,4,4,4,3,3,3,4,3,2,4,3,3,3,4,2,3,3,10,10,1,1,2,NA,NA,1,NA,NA,NA,4,5,5,10,10,10,5,10,8,10,8,10,1,1,5,3,3,3,3,3,3,3,3,4,1,3,3,4,3,2,8,4,1,7,2,1,8,1,NA,3,2,2,48,2,6,1,2,4,10,10,10,10,10,10,10,2,9,8,15,15,1,2,NA,1,2,NA,1,88,NA,1,2,2,NA,1,NA,3,13,1,1.12412292,13,89,2023,7,20,89221,862,"862-89"
"863",17,10,26,3,1,3,2,4,2,1,4,4,3,2,6,4,4,6,6,6,6,2,4,2,2,6,3,2,4,3,2,4,2,4,3,2,4,3,3,3,3,2,2,3,2,3,2,2,3,2,8,6,1,1,1,1,NA,NA,NA,NA,NA,3,7,8,10,8,5,7,7,7,2,5,9,4,2,3,2,2,3,2,2,2,4,2,3,2,1,2,1,2,8,5,1,11,2,3,3,6,99,NA,3,2,1,42,2,8,1,2,8,10,7,10,7,10,5,7,2,11,7,15,21,1,1,NA,1,1,NA,1,4,NA,7,2,2,NA,1,NA,4,13,1,1.1080045,13,89,2023,7,20,89158,863,"863-89"
"864",3,2,7,3,2,3,3,5,2,3,10,3,4,6,6,1,4,4,6,6,6,6,2,6,4,6,6,4,6,4,1,3,1,4,3,3,3,3,1,4,3,1,3,4,3,3,3,1,1,3,10,10,2,1,3,NA,NA,NA,NA,1,NA,5,5,0,10,5,10,0,10,10,10,5,10,2,1,4,4,4,3,4,4,1,4,1,1,3,2,3,3,3,6,4,2,6,11,2,1,10,1,NA,3,2,1,67,2,4,3,1,NA,5,10,10,10,10,10,10,2,9,8,15,15,1,2,NA,1,1,NA,1,99,NA,4,2,2,NA,1,NA,4,13,1,0.56479812,13,89,2023,7,20,89194,864,"864-89"
"865",1,3,11,4,1,3,2,4,1,1,1,5,1,1,6,5,5,6,6,6,6,2,4,6,1,6,6,6,6,5,1,2,1,4,3,4,3,3,88,4,3,2,1,3,4,3,3,1,3,1,1,10,1,2,1,1,1,NA,NA,NA,NA,3,5,10,10,7,6,5,0,5,5,4,9,1,1,2,2,1,3,1,1,2,2,1,1,1,1,1,1,2,3,2,2,6,3,1,1,10,1,NA,3,1,1,65,2,4,3,1,NA,10,0,10,0,10,0,10,3,1,3,1,NA,1,1,NA,1,1,NA,1,88,NA,1,3,2,NA,1,NA,3,10,1,3.73256782,10,89,2023,7,16,89125,865,"865-89"
"866",3,9,10,2,2,2,3,5,3,2,99,1,3,2,6,2,1,3,6,3,6,6,6,6,5,6,5,6,2,3,1,99,2,4,4,4,3,3,2,3,3,2,4,4,2,3,3,2,3,3,8,10,1,1,2,NA,NA,1,1,NA,NA,4,0,0,0,1,4,9,2,6,8,2,1,2,4,5,4,3,2,4,2,2,3,3,5,5,3,3,4,4,8,6,2,7,11,2,1,10,1,1,3,2,2,49,2,4,2,1,NA,8,10,10,9,8,9,9,3,11,8,15,15,1,2,NA,1,2,NA,1,7,NA,5,2,1,5,1,NA,2,10,1,1.81925414,10,89,2023,7,16,89120,866,"866-89"
"867",3,7,13,3,1,2,1,3,1,1,5,5,2,2,4,4,3,3,4,4,3,2,3,2,3,3,4,3,2,2,2,4,2,4,3,4,4,3,3,3,3,1,1,4,3,4,1,2,3,4,8,10,1,2,1,1,NA,NA,NA,NA,NA,2,10,10,10,10,10,2,10,4,10,2,10,3,1,1,3,3,3,3,1,4,3,3,3,1,1,1,1,2,3,6,2,1,9,1,5,0,1,1,3,1,1,62,2,4,3,1,NA,10,10,10,10,10,10,10,4,9,5,15,15,1,1,NA,1,1,NA,1,88,NA,1,3,2,NA,1,NA,2,13,1,0.69517668,13,89,2023,7,20,89236,867,"867-89"
"868",7,16,14,3,1,4,3,3,1,1,10,5,4,3,4,5,4,5,4,3,6,3,3,4,5,3,3,5,4,4,3,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,6,10,2,1,2,NA,NA,1,NA,NA,NA,1,7,6,7,6,7,7,8,6,6,7,7,1,2,1,2,1,3,2,1,1,1,1,1,2,1,1,1,1,8,2,5,1,10,1,1,7,1,1,3,2,2,71,2,1,3,1,NA,8,10,10,10,6,0,0,2,1,3,15,15,1,1,NA,1,1,NA,1,3,NA,4,3,2,NA,1,NA,2,13,1,0.25804779,13,89,2023,7,20,89236,868,"868-89"
"869",14,3,2,3,2,3,3,5,2,1,6,4,1,2,3,5,3,4,6,4,6,4,3,4,4,2,4,4,3,1,4,4,2,3,4,2,3,4,3,4,3,1,2,3,3,2,2,3,2,3,5,5,1,1,2,NA,NA,1,1,NA,NA,4,5,10,1,1,10,2,1,10,10,10,3,2,2,2,2,3,3,3,3,3,4,2,3,2,2,2,2,1,7,3,9,3,1,4,1,6,1,1,3,2,1,48,2,8,1,1,NA,10,10,10,10,10,10,10,2,9,8,15,9,1,1,NA,1,1,NA,1,2,NA,3,2,2,NA,1,NA,1,13,1,1.12209157,13,89,2023,7,20,89227,869,"869-89"
"870",1,14,3,2,3,2,2,4,3,1,99,4,4,6,6,2,4,8,6,6,6,6,6,6,2,2,2,2,3,1,1,3,3,1,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,3,10,10,88,1,1,1,NA,NA,NA,NA,NA,2,2,8,10,10,10,10,10,7,7,88,8,1,1,3,3,88,1,88,1,2,1,1,2,1,2,3,2,2,88,NA,4,2,6,2,1,10,99,NA,3,2,1,73,2,3,3,1,NA,0,10,10,10,10,10,10,3,2,2,15,15,1,1,NA,1,2,NA,1,3,NA,1,1,2,NA,1,NA,3,13,1,0.50708821,13,89,2023,7,20,89222,870,"870-89"
"871",10,7,3,2,2,3,3,4,2,2,1,3,2,2,6,4,2,6,6,2,6,6,6,2,2,2,2,6,6,2,2,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,1,10,1,1,1,1,NA,NA,NA,NA,NA,4,88,10,10,88,88,5,10,10,10,5,10,1,1,5,3,4,4,3,4,4,4,3,4,3,3,3,3,3,88,NA,1,2,11,2,2,10,1,NA,3,2,2,70,2,1,3,1,NA,10,10,10,10,10,10,10,2,2,8,9,NA,1,1,NA,1,1,NA,1,4,NA,5,3,2,NA,1,NA,3,13,1,0.24036046,13,89,2023,7,20,89225,871,"871-89"
"872",13,6,5,9,2,3,3,9,1,3,99,4,4,6,6,4,1,6,6,4,6,6,6,6,4,6,6,4,6,4,6,3,4,3,4,3,88,3,1,88,88,3,1,3,88,1,3,3,88,3,7,10,1,1,2,NA,NA,1,NA,NA,NA,3,5,10,5,6,5,10,10,5,3,7,10,2,2,4,2,88,2,3,1,5,88,2,2,4,2,2,2,2,8,4,5,11,6,3,1,5,1,1,3,2,1,55,2,2,1,1,NA,5,6,7,7,4,7,7,3,9,8,15,15,2,NA,2,1,2,NA,1,6,NA,5,3,2,NA,1,NA,4,9,2,0.69518799,9,89,2023,7,15,89284,872,"872-89"
"873",2,3,9,1,2,2,4,4,2,2,6,2,4,3,6,2,2,1,2,3,2,6,2,3,4,3,3,3,3,4,2,3,2,2,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,4,8,88,1,2,NA,NA,1,NA,NA,NA,4,6,10,10,10,5,88,5,10,5,7,5,3,2,4,3,3,3,3,3,3,2,4,3,4,2,3,5,4,88,NA,6,7,1,3,2,6,1,NA,3,2,2,45,2,3,1,1,NA,10,10,10,10,10,9,10,4,2,4,15,15,1,1,NA,1,1,NA,1,88,NA,5,2,2,NA,1,NA,3,8,1,0.36759811,8,89,2023,7,12,89100,873,"873-89"
"874",10,1,4,2,2,3,2,5,3,2,10,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,10,10,2,2,3,NA,NA,NA,NA,1,NA,4,7,6,5,8,2,2,8,7,6,3,5,2,2,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,6,8,1,5,9,4,2,10,99,NA,3,1,2,40,2,4,2,1,NA,10,0,0,0,0,0,0,2,1,6,15,15,1,2,NA,2,NA,6,1,99,NA,1,2,1,5,1,NA,3,9,1,0.25628731,9,89,2023,7,14,89115,874,"874-89"
"875",3,6,5,4,3,3,3,5,2,2,88,2,4,6,6,2,2,6,6,6,6,6,6,6,3,6,6,6,3,4,4,4,2,3,3,3,1,4,2,3,2,1,4,3,3,3,3,3,3,3,7,10,1,1,2,NA,NA,1,1,NA,NA,4,2,10,10,8,10,10,10,10,9,2,8,4,1,5,2,3,4,2,1,2,3,4,5,3,2,5,5,4,8,2,2,10,7,2,1,9,1,NA,3,2,2,36,1,6,1,2,3,5,10,10,10,10,10,10,2,8,3,15,15,1,2,NA,1,2,NA,1,3,NA,1,1,1,5,1,NA,3,9,1,0.51257462,9,89,2023,7,14,89115,875,"875-89"
"876",3,6,9,1,1,2,3,5,3,2,9,1,3,6,6,2,2,3,6,3,3,6,3,3,3,6,5,3,3,4,3,2,1,3,3,4,3,2,3,3,3,1,4,4,3,3,2,1,2,3,8,10,1,1,1,1,NA,NA,NA,NA,NA,4,5,6,9,5,5,5,5,5,6,5,7,2,1,4,2,3,4,3,1,3,2,4,4,2,1,2,2,2,6,1,1,2,11,2,2,10,1,NA,3,2,2,29,2,4,1,2,4,10,10,10,10,10,10,10,2,1,4,18,NA,1,2,NA,1,2,NA,1,88,NA,1,2,2,NA,1,NA,3,9,1,0.70124138,9,89,2023,7,14,89115,876,"876-89"
"877",5,4,2,3,2,3,3,3,2,1,4,4,1,6,6,3,8,2,2,6,6,6,6,8,1,2,6,6,6,1,2,4,3,4,4,4,3,4,4,3,2,4,3,3,4,3,3,3,3,2,6,10,1,2,1,1,NA,NA,NA,NA,NA,2,5,10,6,5,5,3,10,4,2,7,7,5,4,4,4,3,3,2,3,3,3,3,3,2,88,3,3,3,7,5,3,2,1,2,2,4,99,NA,1,2,2,19,2,4,2,2,4,0,5,10,4,10,3,9,1,99,6,15,15,1,1,NA,1,1,NA,1,88,NA,5,3,1,5,1,NA,3,9,2,0.73023094,9,89,2023,7,15,89283,877,"877-89"
"878",17,10,13,2,1,3,4,4,3,3,5,4,2,6,6,4,5,3,6,6,6,6,6,1,2,6,6,4,2,2,3,3,3,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,2,2,10,7,2,2,1,1,NA,NA,NA,NA,NA,3,4,5,3,8,88,6,3,8,7,8,8,2,3,4,2,3,88,3,3,2,3,2,3,5,3,2,2,5,8,6,5,3,6,3,3,88,99,NA,3,1,2,56,2,4,2,2,2,99,99,99,99,99,99,99,2,1,5,15,15,1,1,NA,1,1,NA,1,88,NA,5,2,1,5,1,NA,3,9,2,0.82536415,9,89,2023,7,15,89283,878,"878-89"
"879",26,2,17,1,3,4,3,3,3,2,5,3,6,6,3,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,2,2,3,4,3,3,3,3,3,3,1,4,3,4,3,3,1,3,3,10,10,1,1,3,NA,NA,NA,NA,1,NA,3,5,5,4,5,4,5,5,10,5,1,10,1,1,3,3,3,3,3,3,99,99,4,3,3,1,3,2,2,6,3,2,6,3,3,3,5,99,NA,3,2,2,22,1,5,3,2,2,10,5,5,5,8,10,5,2,1,8,19,NA,1,8,NA,2,NA,1,1,4,NA,10,3,2,NA,2,4,3,13,1,1.28879818,13,89,2023,7,20,89211,879,"879-89"
"880",2,9,3,4,3,3,3,4,3,1,5,4,2,2,6,4,4,4,6,3,6,6,6,2,5,2,4,4,2,2,2,4,1,88,4,4,4,4,99,4,2,1,3,3,3,88,4,2,4,88,5,99,1,1,1,1,NA,NA,NA,NA,NA,3,5,5,6,6,5,4,5,4,2,5,5,1,1,4,2,4,5,1,1,4,4,3,99,5,3,3,4,4,3,8,11,1,4,1,1,5,1,NA,1,1,2,62,2,6,1,1,NA,0,0,5,10,5,10,10,2,1,8,14,NA,1,1,NA,2,NA,6,1,6,NA,1,2,2,NA,1,NA,3,13,1,0.51876199,13,89,2023,7,20,89211,880,"880-89"
"881",1,3,9,2,3,4,2,4,3,2,88,1,3,6,6,6,3,6,6,6,6,6,2,6,3,3,6,3,6,4,6,2,3,4,3,4,3,2,2,3,3,2,3,3,3,2,3,3,3,3,7,8,2,1,2,NA,NA,99,NA,NA,NA,3,8,5,10,8,5,5,5,10,10,4,10,2,2,2,5,5,3,5,3,5,4,3,3,4,2,2,2,2,8,3,1,6,11,4,3,8,99,NA,3,2,2,61,2,4,1,1,NA,5,5,5,5,10,7,10,3,9,8,15,15,2,NA,4,2,NA,2,1,99,NA,1,2,1,5,1,NA,3,9,1,0.18817395,9,89,2023,7,14,89115,881,"881-89"
"882",26,8,10,2,2,3,4,4,2,2,4,4,1,3,3,2,4,4,3,2,4,2,3,3,4,4,3,4,3,1,1,4,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,2,3,4,2,7,1,1,1,1,1,NA,NA,NA,NA,3,7,9,10,6,8,9,9,8,7,7,6,4,2,2,1,2,3,3,2,2,3,2,3,2,1,2,3,4,8,2,3,2,1,4,2,6,1,1,3,2,1,69,2,8,3,1,NA,7,9,9,8,8,10,10,3,1,7,15,15,1,9,NA,1,9,NA,1,2,NA,4,2,2,NA,1,NA,1,13,1,1.24482377,13,89,2023,7,20,89169,882,"882-89"
"883",3,14,9,2,2,3,3,3,2,2,8,2,4,6,6,4,2,3,6,6,6,6,6,6,5,6,2,3,6,3,3,2,1,3,4,3,2,4,2,4,3,2,3,4,3,3,2,2,2,2,9,8,1,1,1,1,NA,NA,NA,NA,NA,4,7,10,9,8,8,9,8,8,9,9,10,3,2,4,3,2,2,2,2,3,2,2,3,3,1,2,2,3,2,3,11,1,2,3,2,7,1,1,3,2,1,18,1,4,3,2,2,5,10,8,10,7,7,4,2,1,3,1,NA,2,NA,2,1,1,NA,1,3,NA,2,2,2,NA,1,NA,4,13,1,1.34019272,13,89,2023,7,20,89142,883,"883-89"
"884",2,4,8,3,1,2,2,5,1,1,4,5,2,1,3,3,4,2,2,3,2,6,2,3,3,6,2,4,3,1,2,2,1,3,3,2,3,4,2,4,3,3,2,3,3,3,1,2,3,2,7,5,1,1,1,1,1,NA,NA,NA,NA,3,8,10,10,10,10,7,10,6,9,6,10,5,5,4,1,3,2,2,4,3,3,1,3,1,1,1,2,1,2,1,3,5,4,4,3,5,1,1,3,2,1,28,1,8,1,1,NA,10,6,0,8,10,4,7,3,10,7,15,9,1,1,NA,1,1,NA,1,4,NA,5,3,2,NA,1,NA,2,13,1,2.01028908,13,89,2023,7,20,89142,884,"884-89"
"885",10,1,3,1,2,4,3,4,2,2,5,3,4,4,2,1,1,1,6,1,6,2,2,2,4,4,4,4,4,4,4,3,1,4,4,4,99,3,3,3,4,1,4,4,2,4,4,1,3,4,10,10,2,1,3,NA,NA,NA,NA,1,NA,3,0,10,10,10,0,0,10,10,0,0,10,1,1,4,1,4,4,2,2,4,4,2,4,4,2,3,3,3,8,3,11,1,10,1,1,10,99,NA,3,2,1,46,2,8,1,1,NA,10,10,0,10,10,10,10,2,1,8,15,15,1,4,NA,1,2,NA,1,3,NA,1,1,2,NA,1,NA,2,13,1,0.93105193,13,89,2023,7,20,89142,885,"885-89"
