"","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_ao","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gt","eval_act_pol_1_fo","eval_act_pol_1_go","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_ae","eval_act_pol_1_gs","eval_act_pol_1_gu","eval_act_pol_1_em","eval_act_pol_1_en","eval_act_pol_1_dv","eval_act_pol_1_er","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","pobreza_62","democracia_19","pp_congreso_61_b","rol_gobierno_5","democracia_21","democracia_21_a_1","democracia_21_a_2","democracia_21_b_1","democracia_21_b_2","democracia_21_c_1","democracia_21_c_2","democracia_20","democracia_35_a","democracia_35_b","democracia_35_c","democracia_35_d","democracia_35_e","democracia_35_f","democracia_35_g","democracia_35_h","democracia_35_i","democracia_35_j","democracia_35_k","ciudadania_28_a","ciudadania_28_c","pobreza_106_a","rol_gobierno_14_c","confianza_15_a","confianza_15_b","confianza_15_c","confianza_15_d","confianza_15_e","confianza_15_f","confianza_15_g","constitucion_30","constitucion_31","constitucion_3","constitucion_32_a","constitucion_32_b","constitucion_32_c","constitucion_33_a","constitucion_33_b","seguridad_37_a","seguridad_37_b","seguridad_37_c","seguridad_38_a","seguridad_38_b","democracia_36","dictadura_34_a","dictadura_34_b","salud_83","salud_84","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","bienestar_13_a","bienestar_13_g","bienestar_13_c","bienestar_13_i","bienestar_13_h","bienestar_13_j","bienestar_13_k","bienestar_21","religion_82","religion_2","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_34","constitucion_35_a","constitucion_35_b","iden_nacional_16","religion_14","info_enc_58","info_enc_30","info_enc_52_b","info_enc_65","gse","region","zona_u_r","pond","nom_region","encuesta","encuesta_a","encuesta_m","estrato","secu","id_bu_encuesta","id_bu"
"193",1,3,10,3,3,2,3,4,2,2,6,2,4,2,1,4,2,6,2,2,6,2,4,6,5,6,2,2,2,4,6,1,3,3,3,3,1,3,1,3,4,1,3,3,4,3,3,3,3,3,7,5,2,1,3,NA,NA,NA,NA,99,NA,3,9,3,3,7,6,5,8,4,4,4,5,2,1,2,1,3,3,4,4,3,1,1,2,5,2,5,3,3,5,8,3,5,8,3,4,10,99,NA,3,1,2,60,2,3,3,1,NA,8,10,10,9,10,10,10,3,1,2,15,88,2,NA,2,2,NA,2,1,6,NA,5,3,2,NA,1,NA,5,14,1,0.55087127,14,89,2023,7,22,89257,193,"193-89"
"194",9,1,10,2,2,2,3,3,2,3,4,4,3,6,6,4,3,4,6,6,6,6,6,3,4,6,4,6,6,3,1,2,2,3,3,2,2,3,2,3,3,2,3,3,4,3,3,3,2,4,6,8,1,1,1,1,NA,NA,NA,NA,NA,3,8,10,9,5,9,8,9,10,10,5,9,4,2,3,2,88,4,3,3,3,2,4,3,3,1,2,2,3,2,8,1,11,8,2,2,2,1,NA,3,1,2,46,2,6,1,1,NA,10,10,10,10,10,6,10,4,1,8,15,15,2,NA,8,1,1,NA,1,4,NA,3,2,2,NA,1,NA,3,5,1,0.62230793,5,89,2023,7,6,89064,194,"194-89"
"195",26,10,16,2,1,3,3,4,2,1,4,4,2,6,6,3,4,3,6,4,6,6,6,3,4,3,4,6,6,2,2,4,3,4,4,4,4,3,3,3,3,3,3,4,3,4,4,3,3,4,1,10,1,1,1,1,1,NA,NA,NA,NA,3,8,10,10,10,10,8,10,10,10,5,10,2,2,2,4,1,2,3,2,3,4,2,3,3,1,2,2,1,3,2,2,11,9,2,2,5,1,1,3,1,2,61,2,4,3,1,NA,8,10,8,10,3,10,10,2,9,6,15,11,1,1,NA,2,NA,1,1,88,NA,4,2,2,NA,1,NA,2,13,1,0.60288556,13,89,2023,7,20,89239,195,"195-89"
"196",6,26,2,2,2,4,3,4,2,2,10,1,4,3,2,1,1,2,2,1,3,4,2,3,4,4,4,3,4,4,3,3,1,3,3,4,3,3,1,4,4,1,4,3,1,3,3,1,1,3,10,10,2,1,2,NA,NA,1,NA,NA,NA,2,10,10,10,10,10,10,10,10,5,7,5,4,4,3,2,3,1,3,1,3,4,3,2,2,2,3,2,3,6,2,1,2,10,4,2,2,1,1,3,2,1,48,2,8,1,1,NA,10,10,10,10,10,10,10,2,9,8,18,NA,1,2,NA,1,2,NA,1,3,NA,1,2,2,NA,1,NA,3,13,1,0.44938667,13,89,2023,7,20,89239,196,"196-89"
"197",7,10,9,2,3,3,3,4,2,2,5,2,3,6,6,6,3,6,6,6,6,6,6,6,3,6,6,6,6,6,6,3,3,3,4,3,3,4,3,3,3,3,4,4,3,3,3,3,3,4,5,10,1,1,3,NA,NA,NA,NA,1,NA,4,5,5,6,5,5,4,4,0,0,10,5,1,2,3,3,4,3,3,3,3,4,3,4,4,2,3,2,3,4,2,6,11,4,4,1,5,1,NA,3,2,2,46,2,4,1,1,NA,5,10,5,10,10,10,10,2,1,6,15,15,2,NA,4,2,NA,3,1,6,NA,5,2,2,NA,1,NA,3,5,1,0.27710913,5,89,2023,7,6,89041,197,"197-89"
"198",6,2,3,3,2,3,3,3,2,2,9,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,4,3,3,4,4,3,3,1,1,3,1,4,4,3,3,4,3,1,3,4,3,1,1,3,NA,NA,NA,NA,1,NA,2,10,3,9,7,10,9,9,1,5,1,10,2,2,2,3,3,3,3,3,3,3,2,4,1,3,3,3,5,1,6,5,4,3,2,1,3,99,NA,3,2,2,28,2,6,3,2,6,10,0,0,0,10,7,2,3,9,8,15,15,2,NA,2,2,NA,2,2,NA,99,10,2,2,NA,2,3,3,5,1,0.30990057,5,89,2023,7,6,89041,198,"198-89"
"199",7,3,13,3,2,3,2,4,2,2,6,3,3,6,6,3,3,4,6,6,6,6,6,3,4,6,4,4,3,3,2,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3,3,2,2,3,5,6,1,1,3,NA,NA,NA,NA,1,1,3,4,8,10,7,3,4,10,5,8,2,3,3,1,3,4,3,3,3,2,3,3,2,3,3,2,3,4,3,4,8,6,3,1,3,1,3,1,1,3,1,1,43,2,4,1,2,4,8,9,10,7,10,6,8,3,2,7,13,NA,2,NA,9,99,NA,9,99,NA,99,4,1,8,NA,1,NA,3,5,1,2.83077845,5,89,2023,7,6,89042,199,"199-89"
"200",26,3,2,5,3,3,3,5,2,2,5,1,4,6,6,2,2,2,6,6,6,6,6,3,4,6,6,4,6,4,3,4,3,4,3,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,4,10,1,1,3,NA,NA,NA,NA,1,NA,5,5,10,8,3,10,6,8,10,6,1,10,2,1,4,3,3,2,3,3,3,3,3,5,4,3,4,2,3,8,2,1,6,7,2,1,5,1,NA,3,2,2,48,2,8,1,1,NA,10,10,10,10,10,5,10,2,1,6,15,15,1,2,NA,1,2,NA,1,3,NA,1,3,2,NA,1,NA,3,5,1,0.47597568,5,89,2023,7,6,89042,200,"200-89"
"201",10,7,5,2,2,3,3,3,2,1,4,4,3,2,3,5,3,2,6,6,6,3,6,3,4,6,4,3,2,1,1,4,3,3,3,4,3,4,4,4,2,3,3,4,4,3,3,2,3,2,6,5,1,2,1,1,1,NA,NA,NA,NA,3,7,3,10,6,8,4,10,10,10,10,10,5,2,4,3,3,3,3,2,3,3,2,5,4,3,4,5,3,3,8,2,6,4,5,2,5,1,1,3,1,2,27,1,7,3,2,4,10,10,88,10,10,10,10,2,9,8,11,NA,1,1,NA,1,1,NA,1,4,NA,3,2,2,NA,1,NA,3,5,1,2.12919923,5,89,2023,7,6,89042,201,"201-89"
"202",1,7,26,3,3,3,4,8,2,3,88,3,2,6,6,2,2,6,6,6,6,6,6,2,4,6,6,2,4,3,1,4,3,3,4,4,1,4,2,4,4,2,3,4,3,2,4,2,4,2,1,10,1,2,1,1,NA,NA,NA,NA,NA,3,4,5,8,0,0,0,5,4,4,7,6,5,1,4,5,4,4,4,3,3,2,3,4,5,1,8,2,3,2,4,1,3,5,3,1,7,1,NA,1,1,1,68,2,4,3,1,NA,5,0,10,8,10,9,10,3,2,8,15,15,1,9,NA,1,9,NA,1,1,NA,4,3,1,5,1,NA,4,13,2,0.88653578,13,89,2023,7,21,89287,202,"202-89"
"203",1,5,9,3,2,4,3,3,2,2,88,3,4,6,6,4,4,4,6,6,6,6,6,6,4,6,6,6,4,4,6,1,1,1,3,4,3,2,3,3,2,1,3,3,3,3,3,1,1,3,8,10,2,2,1,1,NA,NA,NA,NA,NA,3,4,6,10,10,10,0,10,5,6,10,10,1,1,1,3,3,3,3,1,3,3,1,3,1,1,2,2,1,3,4,1,2,6,3,3,0,1,NA,3,1,1,66,2,3,3,1,NA,10,0,10,0,10,0,0,4,1,5,15,15,1,1,NA,1,2,NA,1,99,NA,1,2,2,NA,1,NA,4,13,2,0.44326789,13,89,2023,7,21,89287,203,"203-89"
"204",10,13,3,2,1,3,3,3,2,2,7,1,4,3,6,2,2,3,6,6,6,3,3,3,4,6,2,6,6,4,2,3,3,2,4,3,3,3,4,3,3,2,3,4,3,4,3,2,3,4,7,8,1,1,3,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,4,3,3,4,5,4,2,2,3,4,4,4,2,3,3,3,4,4,5,2,3,3,3,8,1,3,11,2,4,1,8,1,1,3,2,2,49,2,2,1,1,NA,10,10,10,10,10,10,10,3,9,7,15,15,1,9,NA,1,4,NA,99,NA,99,1,1,2,NA,1,NA,3,13,1,0.7634885,13,89,2023,7,20,89247,204,"204-89"
"205",3,1,11,2,2,3,2,4,2,2,99,2,3,6,6,2,3,2,6,6,6,6,6,3,4,4,4,4,3,2,6,3,4,4,4,4,3,3,3,3,4,3,3,4,4,3,4,1,3,3,1,10,1,1,1,1,NA,NA,NA,NA,NA,4,7,10,10,10,10,10,3,10,2,88,9,3,2,4,4,1,3,4,3,3,3,3,5,5,2,2,3,2,1,8,2,4,9,2,1,10,99,NA,3,2,2,37,2,4,3,2,3,10,10,10,10,10,10,10,2,1,8,15,15,1,1,NA,1,1,NA,1,88,NA,1,3,2,NA,1,NA,3,13,1,0.75841763,13,89,2023,7,20,89246,205,"205-89"
"206",9,7,3,3,2,3,2,4,3,2,8,1,2,6,6,2,1,6,6,6,6,6,6,3,3,6,4,3,3,5,2,4,1,3,3,3,3,3,1,1,3,1,4,3,1,3,3,1,2,3,7,8,2,1,1,99,NA,NA,NA,NA,NA,2,4,1,8,2,2,2,9,5,88,6,5,2,1,2,3,1,3,1,1,3,4,3,1,2,1,3,2,3,1,6,2,5,7,3,2,5,1,NA,3,2,1,33,2,4,2,2,4,0,10,0,0,8,5,5,2,9,8,18,NA,1,2,NA,1,2,NA,1,3,NA,1,1,1,5,1,NA,3,13,1,1.22618476,13,89,2023,7,20,89246,206,"206-89"
"207",10,3,5,2,2,3,3,3,2,2,8,2,3,6,6,2,2,6,6,6,3,6,6,6,4,6,4,6,3,4,3,2,2,1,4,3,2,4,2,3,2,2,2,2,3,3,3,2,2,3,10,8,2,1,1,1,NA,NA,NA,NA,NA,3,4,10,10,8,88,7,10,10,5,88,8,1,3,2,3,88,2,2,3,2,2,3,3,3,2,3,3,3,3,8,4,3,2,88,3,5,99,NA,3,1,1,20,1,5,3,2,2,4,0,8,0,10,10,10,2,2,3,13,NA,1,2,NA,1,2,NA,1,3,NA,5,2,1,5,1,NA,3,10,1,1.35952775,10,89,2023,7,16,89129,207,"207-89"
"208",3,6,10,2,2,4,3,3,3,2,5,2,3,4,6,3,4,4,6,6,6,6,3,3,4,6,6,6,4,3,3,4,3,88,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,4,10,10,2,2,3,NA,NA,NA,NA,1,NA,3,10,10,10,10,10,10,10,10,0,10,10,1,1,3,3,3,3,2,2,3,4,3,3,2,1,2,2,3,8,6,1,2,7,2,1,10,99,NA,3,1,2,37,2,4,1,1,NA,10,10,10,10,10,10,10,2,9,8,15,15,1,2,NA,2,NA,1,1,7,NA,1,2,2,NA,1,NA,3,4,1,0.24514068,4,89,2023,7,4,89025,208,"208-89"
"209",3,5,10,2,2,3,3,3,2,2,5,3,3,6,6,3,1,2,6,6,6,6,6,6,3,6,3,6,2,6,6,2,3,3,4,3,3,3,1,3,3,4,4,4,3,3,3,2,3,3,3,7,2,1,1,1,NA,NA,NA,NA,NA,2,3,5,7,7,5,5,7,3,3,3,7,2,2,2,4,3,3,3,2,2,2,3,3,4,3,3,3,3,3,6,1,2,9,3,2,4,1,1,3,2,1,57,2,6,1,1,NA,8,10,9,10,9,9,9,1,1,7,15,17,2,NA,3,2,NA,1,1,7,NA,5,2,2,NA,1,NA,3,4,1,0.45387317,4,89,2023,7,4,89025,209,"209-89"
"210",7,13,1,1,2,3,3,4,3,1,10,5,6,6,6,8,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,4,4,4,3,1,99,4,1,1,3,4,3,3,1,3,2,5,10,2,2,2,NA,NA,1,1,NA,NA,3,6,10,4,10,9,9,7,1,10,1,10,5,2,5,3,3,1,1,4,1,1,2,3,2,3,4,2,1,6,2,3,2,1,2,1,10,99,NA,1,1,1,73,2,1,3,1,NA,0,5,10,10,8,10,7,1,1,8,15,15,1,1,NA,1,1,NA,1,88,NA,10,2,2,NA,1,NA,4,4,1,0.306261,4,89,2023,7,4,89030,210,"210-89"
"211",17,2,26,2,2,3,3,4,2,2,7,2,3,3,3,3,4,3,3,4,6,6,3,6,4,6,4,4,4,4,3,4,2,4,3,2,1,2,1,3,3,2,3,2,2,3,2,1,1,2,6,10,1,1,1,1,1,NA,NA,NA,NA,2,10,10,10,7,10,8,7,10,10,5,10,4,2,2,1,2,3,2,2,2,4,2,3,2,2,3,2,1,4,2,5,9,3,3,1,7,1,1,3,2,2,20,1,7,3,2,8,10,8,10,6,10,6,8,3,8,6,21,NA,1,2,NA,1,2,NA,1,3,NA,6,3,1,9,1,NA,2,4,1,0.57927761,4,89,2023,7,4,89023,211,"211-89"
"212",3,5,10,3,3,3,3,5,3,2,7,1,4,6,3,6,1,3,6,6,6,6,6,3,6,6,6,6,3,6,3,4,2,4,4,2,4,4,3,2,3,2,4,4,4,2,2,2,4,2,5,10,1,2,3,NA,NA,NA,NA,1,NA,3,0,0,5,0,0,5,10,3,3,0,10,2,2,4,4,3,2,3,1,2,4,2,4,5,3,4,4,4,8,4,1,7,8,2,3,5,1,NA,3,2,1,37,2,4,1,2,3,10,10,10,10,10,10,10,2,8,8,15,15,1,4,NA,1,2,NA,1,6,NA,5,2,2,NA,1,NA,3,4,1,2.64942966,4,89,2023,7,4,89024,212,"212-89"
"213",1,5,13,2,1,2,1,4,2,2,1,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,99,1,99,99,88,3,3,99,3,1,99,88,3,3,99,99,3,2,10,5,2,2,8,NA,NA,NA,NA,NA,NA,3,88,88,10,88,88,10,10,10,88,88,10,2,2,88,5,99,4,99,1,3,1,3,4,5,88,9,3,8,88,NA,2,3,88,88,4,10,99,NA,3,88,2,63,2,1,3,2,88,10,0,10,10,10,10,10,2,2,4,15,15,1,8,NA,1,1,NA,1,88,NA,1,1,2,NA,1,NA,3,10,1,0.63354785,10,89,2023,7,16,89129,213,"213-89"
"214",3,10,1,2,1,3,2,4,2,2,88,4,4,6,6,4,4,6,6,6,6,8,6,6,4,8,4,6,4,4,4,1,1,1,4,2,3,2,2,4,2,1,4,2,4,2,2,1,4,1,1,10,1,2,3,NA,NA,NA,NA,1,NA,5,10,5,10,6,6,6,7,5,3,9,8,1,1,4,5,3,1,2,1,1,1,1,5,2,2,4,2,3,7,4,2,7,11,1,1,10,1,NA,3,1,2,69,2,1,3,2,1,10,10,10,10,10,10,10,2,2,1,15,15,1,2,NA,1,1,NA,1,3,NA,10,2,2,NA,1,NA,3,8,1,0.61955476,8,89,2023,7,12,89100,214,"214-89"
"215",2,14,7,2,1,4,2,3,2,2,99,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,3,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,2,5,8,2,1,2,NA,NA,1,NA,NA,NA,2,6,4,10,5,5,5,4,10,4,7,7,2,3,2,2,1,2,3,2,3,2,2,2,3,2,2,2,2,3,5,3,1,6,5,2,4,1,NA,3,2,1,18,2,4,1,2,3,6,7,7,10,7,10,10,2,2,8,15,15,1,9,NA,1,1,NA,2,NA,8,7,1,2,NA,1,NA,4,8,1,1.9069572,8,89,2023,7,12,89092,215,"215-89"
"216",1,9,13,2,3,3,3,5,2,2,2,2,3,6,6,6,2,6,6,6,6,6,6,6,2,6,6,6,6,6,6,4,3,1,4,3,2,4,2,3,4,3,4,4,4,4,4,4,2,4,10,10,2,2,3,NA,NA,NA,NA,99,NA,3,7,0,88,7,5,88,9,0,0,0,0,1,1,3,2,4,4,4,3,3,3,3,3,5,3,3,3,3,4,5,1,2,3,3,1,10,99,NA,2,2,1,31,2,5,2,2,1,6,9,10,10,10,10,10,1,2,6,9,NA,1,1,NA,1,1,NA,1,4,NA,1,2,2,NA,1,NA,4,13,1,1.19082306,13,89,2023,7,20,89226,216,"216-89"
"217",1,10,13,3,2,2,3,5,2,2,88,3,3,6,6,4,3,6,6,6,6,6,6,6,4,6,6,4,6,6,6,3,3,3,4,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,1,10,88,2,3,NA,NA,NA,NA,1,NA,3,5,6,10,0,0,0,10,0,10,10,10,1,1,3,4,4,4,4,3,3,2,4,4,5,2,2,2,3,6,8,1,2,6,4,1,10,99,NA,3,2,1,81,2,1,3,1,NA,10,10,10,10,10,10,10,3,1,6,9,NA,1,2,NA,2,NA,8,1,99,NA,1,1,2,NA,1,NA,4,13,1,0.61609362,13,89,2023,7,20,89226,217,"217-89"
"218",3,1,5,3,2,3,3,4,3,2,8,2,5,4,6,1,2,6,6,2,6,3,3,6,5,3,4,3,3,5,2,3,2,3,4,88,3,3,3,4,3,2,3,3,3,3,3,3,3,3,5,5,1,1,2,NA,NA,99,NA,NA,NA,8,6,8,7,9,8,3,10,10,8,10,10,2,2,3,5,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,1,4,6,2,1,7,99,NA,3,2,2,57,2,2,3,1,NA,10,10,10,10,10,10,10,3,9,6,15,15,1,2,NA,1,2,NA,1,3,NA,2,1,2,NA,1,NA,2,13,1,0.90432834,13,89,2023,7,20,89239,218,"218-89"
"219",10,9,13,1,3,1,5,4,2,2,2,2,4,4,2,2,4,2,2,2,4,2,4,4,4,2,2,4,4,2,2,3,3,4,4,1,3,3,4,4,4,4,2,3,4,4,4,1,4,4,10,10,2,2,3,NA,NA,NA,NA,1,NA,5,10,0,10,10,10,0,0,0,0,0,0,1,1,2,1,3,4,4,3,3,2,3,5,5,1,1,1,1,5,2,3,11,4,5,3,10,1,NA,1,1,2,41,2,1,2,2,1,10,10,10,10,10,10,10,4,1,8,15,15,1,1,NA,1,1,NA,1,99,NA,10,1,2,NA,1,NA,4,13,1,0.73654577,13,89,2023,7,20,89226,219,"219-89"
"220",3,26,88,2,3,2,4,4,3,2,88,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,1,1,88,2,3,1,88,88,88,1,3,1,88,1,3,1,1,3,10,10,1,1,8,NA,NA,NA,NA,NA,NA,3,10,10,10,10,88,1,1,2,88,10,0,1,1,4,5,1,3,1,1,1,1,3,3,4,2,2,2,2,2,3,6,1,2,1,1,10,1,NA,1,2,2,67,1,3,3,2,2,5,0,10,10,10,10,10,2,2,2,15,15,1,8,NA,1,2,NA,1,6,NA,1,2,2,NA,1,NA,2,4,1,1.91523254,4,89,2023,7,4,89032,220,"220-89"
"221",1,2,3,1,3,3,2,8,2,8,99,2,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,2,1,10,1,1,9,NA,NA,NA,NA,NA,NA,5,88,10,10,10,10,88,0,10,7,10,0,2,2,4,4,4,3,1,3,3,4,1,5,5,3,3,3,3,99,NA,8,9,5,3,1,10,99,NA,3,1,1,63,2,3,1,1,NA,5,10,10,10,10,10,10,2,9,4,15,15,1,1,NA,1,4,NA,1,7,NA,5,3,8,NA,1,NA,4,7,2,1.5029369,7,89,2023,7,11,89279,221,"221-89"
"222",3,14,9,2,3,3,2,4,3,2,5,1,3,6,6,3,1,3,6,6,6,6,6,6,3,6,6,4,6,3,2,3,1,3,4,3,2,4,2,3,3,1,4,3,2,2,2,1,2,2,7,8,1,1,1,1,NA,NA,NA,NA,NA,2,9,10,10,7,10,4,8,6,6,4,10,1,1,4,2,3,3,2,2,2,2,1,2,4,3,3,4,3,8,2,1,4,11,2,2,7,1,1,3,2,1,33,2,5,1,1,NA,4,7,7,8,5,8,3,2,1,8,15,15,1,2,NA,1,2,NA,1,88,NA,4,2,2,NA,1,NA,2,5,1,1.27218354,5,89,2023,7,6,89063,222,"222-89"
"223",10,3,6,2,2,3,3,5,2,2,5,3,3,3,3,3,3,3,6,3,6,6,6,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,2,3,4,3,3,3,3,3,2,3,5,10,1,2,1,1,1,NA,NA,NA,NA,3,0,0,10,5,10,0,7,0,88,10,5,2,3,4,3,4,2,3,3,3,4,2,3,3,2,3,3,3,8,4,1,2,11,3,2,5,1,NA,3,2,2,41,2,7,2,2,0,10,10,10,0,10,5,10,2,1,5,15,15,2,NA,3,1,2,NA,1,7,NA,5,2,2,NA,1,NA,3,7,2,0.86146682,7,89,2023,7,11,89279,223,"223-89"
"224",17,5,7,3,1,3,2,4,3,1,1,4,5,6,6,6,5,6,6,6,6,6,6,6,2,6,6,6,3,1,1,4,3,4,3,2,3,3,2,3,3,3,2,2,3,2,2,2,2,2,5,7,1,1,1,1,NA,NA,NA,NA,NA,1,10,8,10,5,7,5,0,6,9,9,8,4,3,2,2,3,3,2,3,3,3,1,5,4,2,4,3,3,4,8,2,11,3,4,2,4,1,1,1,1,2,18,2,4,1,2,4,6,8,8,5,10,5,8,3,10,1,17,NA,2,NA,1,1,1,NA,1,4,NA,5,3,2,NA,1,NA,3,7,2,0.69892876,7,89,2023,7,11,89279,224,"224-89"
"225",3,7,10,1,3,3,3,5,3,2,88,2,4,6,6,2,2,6,6,6,6,6,6,2,2,6,6,6,2,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,10,10,1,2,3,NA,NA,NA,NA,1,1,5,1,1,5,1,7,0,1,0,1,7,7,1,1,5,3,4,2,2,4,3,2,2,5,5,3,5,5,5,2,3,1,3,2,5,2,10,99,NA,2,1,2,37,2,4,1,2,2,5,10,10,10,10,10,10,3,1,6,15,15,1,2,NA,1,2,NA,1,99,NA,1,3,2,NA,1,NA,3,7,2,1.29220024,7,89,2023,7,11,89279,225,"225-89"
"226",11,14,3,1,3,3,3,5,3,2,88,1,4,6,6,3,1,6,6,6,6,6,6,6,6,6,6,6,8,8,6,4,2,3,4,3,4,4,3,3,1,2,4,4,4,3,4,2,2,3,10,10,1,2,3,NA,NA,NA,NA,1,1,3,1,0,10,2,9,88,9,8,10,10,0,1,1,5,5,88,3,4,3,3,2,3,5,5,3,8,8,8,3,4,5,2,9,1,1,10,99,NA,3,2,2,38,2,2,2,1,NA,10,10,10,10,10,0,10,2,2,6,15,15,1,1,NA,1,2,NA,1,5,NA,1,1,2,NA,1,NA,3,7,2,0.86146682,7,89,2023,7,11,89279,226,"226-89"
"227",3,13,11,1,3,3,3,5,3,2,10,1,3,3,1,1,1,2,6,2,6,3,3,3,4,6,3,3,3,4,1,4,3,4,4,4,3,3,3,2,4,3,4,4,2,3,4,3,3,4,10,10,1,1,1,1,NA,NA,NA,NA,NA,5,5,10,10,10,10,10,10,10,5,5,10,1,1,4,3,4,4,2,3,4,4,4,5,5,3,5,5,5,6,8,1,10,2,2,1,5,1,NA,2,2,2,57,2,6,3,2,9,1,0,0,0,10,0,0,1,9,8,18,NA,1,2,NA,1,2,NA,1,3,NA,1,2,2,NA,1,NA,3,5,1,0.56026064,5,89,2023,7,6,89064,227,"227-89"
"228",6,10,7,2,2,4,3,4,3,2,88,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,88,1,4,4,4,3,4,88,88,4,5,6,1,1,8,NA,NA,NA,NA,NA,NA,4,5,10,10,88,8,10,10,10,10,9,10,1,2,4,4,88,88,88,88,4,88,4,2,4,3,8,8,8,88,NA,1,7,3,2,1,5,99,NA,3,88,1,42,2,4,2,1,NA,10,10,10,10,10,10,10,3,1,8,15,15,2,NA,8,1,9,NA,1,3,NA,8,2,2,NA,1,NA,3,5,1,1.23368759,5,89,2023,7,6,89064,228,"228-89"
"229",10,2,6,1,1,1,3,2,3,2,5,2,2,3,3,3,3,3,6,3,6,3,3,3,4,3,5,3,8,3,8,4,1,4,3,1,1,4,2,1,3,1,3,3,1,1,3,1,4,3,5,10,1,1,1,99,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,3,4,2,5,2,2,2,2,1,1,1,1,1,1,1,3,3,2,3,3,3,2,8,1,2,10,2,1,6,99,NA,3,1,2,28,2,3,3,1,NA,8,0,3,0,10,0,4,4,9,8,17,NA,1,2,NA,1,1,NA,1,3,NA,5,2,1,5,1,NA,3,5,1,0.69594814,5,89,2023,7,6,89064,229,"229-89"
"230",2,5,3,3,1,3,1,5,1,1,3,5,1,3,3,3,5,4,6,2,3,1,6,1,3,1,1,1,1,1,1,4,4,4,3,2,4,4,3,4,3,4,1,4,4,3,3,3,2,2,5,5,1,2,1,1,NA,NA,NA,NA,NA,3,5,10,10,10,10,10,10,5,10,10,10,4,4,4,2,3,4,3,4,4,3,1,5,5,2,3,3,3,99,NA,1,6,8,5,1,5,1,1,3,2,2,32,2,8,1,2,4,10,10,5,5,10,10,10,2,9,8,16,NA,1,1,NA,1,1,NA,1,4,NA,5,3,1,5,1,NA,2,13,1,0.82111214,13,89,2023,7,20,89239,230,"230-89"
"231",3,6,14,2,1,3,3,4,3,2,5,1,3,3,6,1,2,3,3,3,3,4,6,2,4,6,4,4,2,3,2,4,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,3,4,3,9,8,1,1,1,1,NA,NA,NA,NA,NA,5,10,9,10,10,10,10,10,10,10,7,9,1,3,5,4,3,3,3,3,3,3,3,4,4,2,3,3,3,6,1,4,6,11,4,1,7,1,NA,3,1,2,25,2,4,1,1,NA,10,10,10,10,10,10,10,2,9,8,15,15,2,NA,8,1,2,NA,1,88,NA,8,3,2,NA,1,NA,3,13,1,0.56922346,13,89,2023,7,20,89247,231,"231-89"
